links,links-href,concept,definition
H,https://glossary.infil.net/?l=H,Heavy Kick,"One of the six attack buttons in a 6-button fighter. Commonly abbreviated as HK or called roundhouse. Heavy kicks have slow startup, but are often high damage and cover good space. Crouching heavy kicks, called sweeps, usually hit low and knock down. Jumping heavy kick followed by crouching heavy kick was the first combo you found in your first Street Fighter game, and many people still don't use better combos decades later."
H,https://glossary.infil.net/?l=H,HD Mode,"A unique custom combo install mode in King of Fighters XIII. When your Drive Gauge (the green bar above your super meter) is full, press LK + HP to activate Hyper Drive (HD) mode. While it is active, all of your normals now become cancelable into specials or supers, even if they weren't before. Drive Cancels become much cheaper, letting you string together long freeform combos. And lastly, you can cancel a Desperation Move directly into a Neo Max (called a ""Max Cancel"") for huge damage and at a cheaper cost than doing the moves individually."
H,https://glossary.infil.net/?l=H,Happy Birthday,"Hitting two characters at the same time in a team game. This usually happens because someone tried to call an assist but got hit immediately, and the assist gets caught up in the mayhem and has to go along for the ride too. In games like Marvel vs. Capcom 3, you can usually kill both characters if you recognize what's happening (especially if you have X-Factor available). The term comes from the wonderful, gracious gift your opponent gives you by making a bad assist call, although it's not quite as festive as saying Merry Christmas."
H,https://glossary.infil.net/?l=H,Hadouken,"The specific name for Ryu and Ken's fireballs in the Street Fighter series, but it can be used to talk about any generic, forward-traveling projectile that is not a charge move."
H,https://glossary.infil.net/?l=H,Hard Knockdown,"A specific type of knockdown where the time you spend on the ground is set in stone and you typically do not have any extra options (like rolling) to choose from when you are waking up. This is in contrast to a soft knockdown, where you can choose to rise faster if you like. Hard knockdowns are typically a property of the move; for example, in Street Fighter IV, all successful sweeps earn a hard knockdown, but each game will have their own rules here.  They tend to lead to the scariest mixups and set play, since the offensive player has lots of time to launch any strategy they like, and they know exactly when you will be rising from the ground so there's not much you can do to trick them. Try not to get hit by these if you can!"
I,https://glossary.infil.net/?l=I,Infinite Prevention System,"A Skullgirls system that, as you might have guessed, is designed to prevent infinite combos. In Skullgirls, your combos are built off repeated chains, separated by air attacks and special moves. After a certain number of hits, the game keeps track of which normals you use in your combo, and if you ever start a chain with a normal you've previously used, the game lets the opponent burst and escape for free.  The idea is to force the opponent to vary the combo (thus, making sure it is not an infinite loop of the same sequence), but in practice, many combos just killed before the IPS made any difference. In the end, Skullgirls implemented a second system called Undizzy to help keep combos shorter."
I,https://glossary.infil.net/?l=I,Incoming,"When your opponent's character in a team game is forced to come on screen while you are free to act. This happens in one of two main ways: from a snapback, or when your opponent's point character dies and the next character in line must jump into the fight.  In games like Marvel vs. Capcom, the mixups you can generate ""on incoming"" are some of the strongest, most difficult to block sequences in all of fighting games. It's a very scary part of the fight and if you can survive the incoming, you'll be in good shape. Some games try to remove the incoming mixup, like Dragon Ball FighterZ, which resets to a ""round start"" position each time a character is defeated. But you still have to worry about being snapped, so no matter how hard you try, people will find ways to make incoming scary."
I,https://glossary.infil.net/?l=I,Infinite Worth,"A powerful super attack in the Under Night In-Birth series. Usually abbreviated to IW, they take your entire EXS gauge to use, and the command is universally half circle forward + D for all characters. There's also a more powerful version called Infinite Worth EXS."
I,https://glossary.infil.net/?l=I,Impact Frame,"A specific way to talk about a move's startup. If a move has 7 frames of non-hitting startup, and then has its first active frame on frame 8, you'll often see this notated as ""i8"" to indicate that the move can first make impact with its opponent on frame 8. This notation is common in Tekken, but you'll also hear ""impact frame"" used in Super Smash Bros. from time to time."
I,https://glossary.infil.net/?l=I,Increase,"The Under Night In-Birth term for charging up certain specific attacks by holding the button down. You'll add extra properties to the move, like more damage, extra frame advantage, or many other move-specific quirks. A lot of heavy normals and Force Functions in UNI have Increase versions, and you'll find them denoted with square brackets, like 5[C]. Melty Blood has a very similar mechanic to this called ""Blowback Edge""."
I,https://glossary.infil.net/?l=I,IASA,"A term commonly used in Super Smash Bros. to indicate when an attack's recovery can be interrupted with another action before it's complete. Stands for ""interruptible as soon as"", and often comes with a frame number after. It's also commonly called FAF, which stands for ""first actionable frame"".  For example, a move may take 50 total frames (including startup, active and recovery) to complete, but if it is ""IASA frame 40"" or ""has a FAF of 40"", then that means you can end the move early and do anything you want on the 40th frame or later. If you've seen Street Fighter V's supers, where characters often do some long pose after their super is complete but it can be ""skipped"" during matches by players moving early, it's the same idea."
I,https://glossary.infil.net/?l=I,Infinite Combo,"A combo that can continue forever in theory, but in practice will end because either the clock or your opponent's health will run out. Infinite combos are generally seen as a poor design choice, and most games try to prevent infinites through various means, including hit stun deterioration, gravity scaling, juggle potential, or game-specific approaches like Killer Instinct's KV meter. Most infinite combos involve looping a sequence of moves over and over, and in modern games typically require a convoluted setup or a bug to trick the game into letting it happen.  Infinite combos have a long and contentious history; most people consider it cheap and frustrating, but a surprising number of popular games have had their best strategies shaped by unintended infinite combos, including Marvel vs. Capcom 2, Street Fighter Alpha 3 (with Crouch Cancel Infinites), Ultimate Marvel vs. Capcom 3 (with TAC Infinites), and many kusoge, perhaps most famously Hokuto No Ken."
I,https://glossary.infil.net/?l=I,Infinite,"Usually refers to an infinite combo. You might also see it used sarcastically, like ""got him in the infinite""; this is when a bad player constantly gets hit by an easily avoidable technique many times in a row. If this happens to you, give blocking a try."
I,https://glossary.infil.net/?l=I,Inashi,"A move that will catch (certain) incoming attacks, then push your opponent away, leaving you very plus. You'll be able to start offensive pressure with your frame advantage, or in some cases, maybe even get a guaranteed combo.  Basically, an inashi is a reversal (the 3D game catch counter kind), but without the automatic follow-up attack. Instead of knocking your opponent down, an inashi leaves them standing up, so they're susceptible to different kinds of pressure. The inashi tends to be the rarest of the three ""I know you're going to attack, so check this out"" techniques in Virtua Fighter, with the most common being Aoi's ""Tenchi In'you"" command. The other two techniques are the reversal and the sabaki."
I,https://glossary.infil.net/?l=I,Imbalance,"Poor balance. The game might not be all the way to broken, but maybe the strong characters are way better than the weak characters, or some other strategy is just so good that it dominates play."
J,https://glossary.infil.net/?l=J,Jump Test,"A quick and dirty way to get a sense of how plus or minus on block an attack is. In training mode, pick the same character for both P1 and P2. Then, record the dummy character to do the move you're testing, and then hold up for a few seconds after. Lastly, take control of the first character, block the move in question, and then hold up yourself.  If the dummy character (that is, the attacker) jumps first, your attack is plus. If you (the defender) jump first, your attack is minus. You won't really know the exact number, but you can usually get a sense of whether it's plus by ""a lot"" or ""a little"" very quickly, and that's often enough to make a rough gameplan.  Of course, if your game has frame data built into training mode, you don't always need to do this method, but not all games have that, and you might also want to test some meaty situations where the frame data gets altered a bit. Fun fact: when fans want to verify the frame data for a game, one method is to record video of a jump test of the attack, then study the frame-by-frame footage using video software to get the exact number!"
J,https://glossary.infil.net/?l=J,Jab,"Another name for light punch. This one is pretty common and easy to understand. You might also hear this called ""One Jab"" in a game like Tekken, based on Tekken's notation using 1 for a left punch. They're super fast check moves you can use to keep your opponent off balance. You might also hear ""dick jab"" to refer to a crouching jab, typically in 3D games. I probably don't need to explain that one."
J,https://glossary.infil.net/?l=J,Juggle,"The act of comboing an airborne opponent while you are on the ground. Moves that work well in juggles tend to launch the opponent high into the air and keep them close to the offensive player, so they can be hit again as they fall to the ground. As with a lot of fighting game terminology, the line between a juggle and an air combo is sometimes up for debate, so you may see the term used to describe any situation where you're comboing someone in the air."
J,https://glossary.infil.net/?l=J,Jail,"When you are forced to block an attack that you can normally avoid by crouching or sidestepping. You'll usually talk about a string that ""jails""; the later parts of the string might be (for example) high attacks, and if the first part whiffs, you can crouch under them like normal. However, if you end up blocking the first hit, you'll be trapped in jail and stuck blocking all of it."
J,https://glossary.infil.net/?l=J,Jump,"Leaping off the ground, usually by pressing up on the analog stick. If you press the up-forward or up-back directions, you will jump forwards or backwards. Some games, such as Guilty Gear or Marvel vs. Capcom titles, will allow you to block while in the air, but most fighting games have no air blocking. Jumping has a brief amount of startup, and may also have a brief amount of recovery when you land. Every character can attack with specific normals while they are jumping, and some characters also have access to airborne special moves. New players like to jump way too much, which means you can anti-air them for a lot of free damage."
J,https://glossary.infil.net/?l=J,Juggle Potential,"A game mechanic in some Street Fighter titles where moves that can normally be used to juggle the opponent will simply start to whiff after the combo has gone on long enough. For some games, like Street Fighter III: 3rd Strike, this is implemented with a hidden timer, whereas for other games, it's based on how many times you've hit the opponent. It is one way to keep combos from being too damaging and remove the possibility of infinite combos."
J,https://glossary.infil.net/?l=J,Jump Install,"An advanced Guilty Gear technique that lets you access air mobility options, usually double jumping, after doing a move that is supposed to prevent you from doing them. This is common particularly in GG Accent Core and GG Xrd.  One way to do this is to cancel a grounded normal into a jump, but then before you leave the ground, do another grounded attack. You've now tricked the game into thinking you have the normal air options you'd get after a jump, even though you haven't actually jumped yet. Later in your combo, if you do something that would restrict your air options (like a super jump or a special move like Chipp's teleport), your earlier ""jump install"" takes precedence and you can now double jump! It takes a bit of practice to get used to, but jump installs can unlock cool new combo opportunities and more damage."
J,https://glossary.infil.net/?l=J,Jab Reset,"Knocking your opponent down in a certain way (usually because your opponent missed a tech), then hitting them with a jab (in Smash Bros., this is just your neutral A attack). If you do it right, Smash Bros. Melee will force the opponent to stand straight up off the ground, where they will have lots of recovery time and will be wide open to a huge punish.  The act of hitting your opponent while they are in this weird prone, slightly-bouncing-off-the-ground state is called a ""lock"", and each Smash game handles these locks differently. In Brawl, you could sustain the lock state more or less infinitely by constantly jabbing them or firing certain projectiles at them, and then finally force them to stand up into a free killing blow. It was basically a 0 to death combo. Smash Ultimate changes the mechanics a bit to prevent free kills, letting you optionally tech roll away after you've been jab reset out of the lock state."
J,https://glossary.infil.net/?l=J,Jump Cancel,"Canceling a move with a jump. You'll just stop right in the middle of your normal or special move and immediately leave the ground. Not every game lets you do this; the ones that do tend to be high-octane team games or anime games where aerial combat is much more common than, say, Tekken or Street Fighter.  Another common application of this term is when you cancel a jump into something else before you leave the ground, usually in your pre-jump. As long as the game lets you do something during your pre-jump, your attempt to jump will stop and you'll get the grounded action instead. This is commonly how you'll do 360 motions, for instance, but depending on the game you might also transfer the throw invincibility property of your pre-jump to the new move. For example, in SFIII: 3rd Strike, you can use a ""high jump cancel"" to phase through throws while doing grounded normals or special moves."
J,https://glossary.infil.net/?l=J,John,"A Smash Bros.-specific term meaning ""excuse"". You'll hear Smash players saying ""No Johns"" to each other to remind them not to blame the game or the sun in their eyes for their loss, and to take responsibility for their gameplay and knowledge. To be honest, a lot of fighting game communities could stand to learn this lesson."
K,https://glossary.infil.net/?l=K,Ki Charge,"A move available to all characters in Dragon Ball FighterZ that stops them in place and starts earning super meter. It's not too easy to just use at any old random time, since you'll leave yourself wide open for a smack in the face as you're charging up, but you might be able to sneak a bit of charging in while your opponent is knocked down, or while certain assists are hitting them.  In the Tekken series, a Ki Charge is a taunt-like move that powers up your character's next attack, doing much more damage and automatically causing a counter hit. Unfortunately, you won't be able to block while you're charged up, and your opponent will also get higher damage and counter hit properties on their next attack. It's pretty uncommon to see ki charges in Tekken, apart from players trying to show off, or aggravate their opponent."
K,https://glossary.infil.net/?l=K,Keeper Jin,"An advanced combo for Yun in Street Fighter III: 3rd Strike, named after Japanese player Keeper. While in Genei Jin, Yun rapidly switches between crouching medium kick and standing heavy punch (that has been kara'ed from a standing medium punch). This combo requires very precise timing and spacing, but does quite a bit of damage and can lead to further mixups. It is also closely related to (and often mistaken for) Yun's daipan loop, which does more damage and is more commonly seen in today's 3rd Strike matches."
K,https://glossary.infil.net/?l=K,Kire,"A motion that combines a tiger knee input with an instant air dash input. This will let you do a very low to the ground air dash, and then instantly execute your air special move. The numpad notation for this move would be 236956, which overlaps the TK (2369) and the IAD (956). You'll hear this used mostly in Guilty Gear, and primarily to describe executing powerful air attacks like Baiken's ""Tatami Gaeshi"" special move. With a kire input, these can be performed low to the ground at high horizontal speed."
K,https://glossary.infil.net/?l=K,Kara Throw,"A specific type of kara cancel where the second move is a throw. In games where kara throws are possible, you'll pick a normal attack that moves your character forward a little bit during the first few frames, and then you immediately input the throw; it will feel like you're pressing the attack and the throw buttons almost simultaneously. Your character will then lurch forward suddenly and throw, greatly increasing its range.  In fact, you'll often be able to throw from way outside the opponent's throw range which, as you might guess, makes defending against throws very hard. The running joke is that Chun-Li in SFIII: 3rd Strike, a character with a super powerful kara throw, is the game's best grappler, but it certainly won't feel like much of a joke when you're playing."
K,https://glossary.infil.net/?l=K,K.O.,"Draining a character's health bar to zero, causing a knockout and ending the round. Pretty much every fighting game round will end in someone getting KOed, although you will occasionally see some time out or ring out victories as well."
K,https://glossary.infil.net/?l=K,Knockback,"How far you get sent flying when you get hit in a platform fighter. Each move has its own base knockback value and angle, which gets amplified as you take more damage, until eventually you get launched so far you hit a blast zone and die.  In most Smash games, you can change the angle with directional influence, but not the distance you get sent. In some cases, you can prevent being knocked back by using crouch canceling. The term ""knockback"" is also used occasionally in more traditional fighters, but if you are getting hit on the ground, we tend to use the term pushback a bit more often."
K,https://glossary.infil.net/?l=K,Kara Cancel,"The ability to very quickly cancel a move into another move, before the first move completes its startup. Normally, in order to cancel a move, you'll have to make contact with your opponent, but kara (or ""empty"") cancels bypass that restriction and cancel immediately, often before you even see the first move on screen at all. The reason you want to do this is added range; the first move is chosen specifically because it will move your character forward during its first few frames. Then, if you quickly transition to the second move, it will be executed from this new position.  Not every game allows kara cancels, but when it does happen, it's usually the result of the game engine allowing sloppy inputs. They intentionally permit moves to cancel into other moves within the first few frames so players do not have to be incredibly precise in case they fat-finger some buttons. Depending on the game, this can have wild effects, including famous bugs like roll canceling. The most common use of kara canceling is the kara throw, but often times you can kara cancel special moves or supers as well."
K,https://glossary.infil.net/?l=K,Ki Blast,"A basic projectile common to most characters in Dragon Ball FighterZ. Executed with just a single button press on the ground or in the air, ki blasts are useful for basic hit and run style gameplay and to annoy your opponents from a distance. As you get better, you can even hit confirm a ki blast into a vanish and start a combo to earn some extra damage!"
K,https://glossary.infil.net/?l=K,Knockdown,"Being knocked off your feet and landing on your back. Certain attacks commonly cause knockdowns, like sweeps, throws, many special moves, and in some games, simply getting hit out of the air. There are generally two types of knockdowns, hard knockdowns and soft knockdowns, which describe how long you have to lie on the ground before you can get up and fight again, and what options you may have (if any) while standing up.  In most games, while you are lying on your back, you are invincible to all attacks (except if a game employs OTG moves). The moment when you stand up and become vulnerable again, called the wakeup game or okizeme, is an incredibly important cornerstone of virtually every fighting game. If you are on offense, you may choose to attack with a meaty or execute some planned mixup or set play. If you are rising from the knockdown, you usually should try to block, but you may also choose to reversal to escape, or try to abare your way out. Knockdowns can lead to huge swings in the match and learning to maximize your advantage in these situations and play the mind games well will earn you lots of wins."
K,https://glossary.infil.net/?l=K,Kill Confirm,"A series of attacks that leads to a character with high damage being KOed. Usually the combo will start with a pretty safe move, and if that move hits, you move into an automatic sequence that leads to death; in many ways, this is a Smash Bros. hit confirm, but specifically planned for situations involving high percentage characters.  Note that directional influence can sometimes make these kill confirms harder, and they can be character specific as well, due to the multitude of different weights and falling speeds Smash characters have. Examples in Melee include Captain Falcon's neutral air or throw to his devastating forward air knee attack, or Fox's up throw to up-air on floaty characters."
L,https://glossary.infil.net/?l=L,LCQ,"A last-minute tournament held at the venue of a big invitational event, where the winner gets a spot in the main tournament. Stands for Last Chance Qualifier. These LCQs are not needed for events where anyone can sign up (including mainstays like EVO), but you'll often find them happening on the day before the year-end finals for certain events like the Capcom Pro Tour or the Tekken World Tour. It's the last opportunity for people who didn't qualify for the event throughout the year, and it's a giant bloodbath of high-stakes matches for the final spot."
L,https://glossary.infil.net/?l=L,Launcher,"A move that launches the opponent high into the air, usually for more combo opportunities. Most modern fighting games have moves that launch the opponent and allow for some type of combo extension. For example, the Tekken series uses launchers as a staple combo mechanic that most characters frequently use; having a fast or safe launcher in Tekken can be the sign of a strong character. Marvel vs. Capcom 3 cuts directly to the chase and simply has a universal button called ""launcher"" that can start all sorts of fancy air combos."
L,https://glossary.infil.net/?l=L,Ladder Combo,"A Super Smash Bros. combo that slowly raises your opponent upwards, often by repeated use of up-airs and strategically landing on platforms in order to get more height. The hope is that you can eventually kill them by hitting the upper blast zone. Ladder combos go back to Captain Falcon in the original Smash 64 title, and are still prominently used in modern games like Smash 4 and Smash Ultimate where they can lead to KOs at frighteningly low percents. Aesthetically they're pretty similar to a staircase combo."
L,https://glossary.infil.net/?l=L,Lariat,"A style of move named after a prominent wrestling technique, often given to grapplers. There are two types of lariats in fighting games. The first is when your opponent spins in circles with both arms extended, often seen with Zangief (Street Fighter) and Haggar (Marvel vs. Capcom 3). These moves are often projectile invincible at the very least, and in some cases, even fully invincible, but your character is mostly planted in place while spinning.  The second type of lariat is a move that causes a character to run forward, one arm extended, ready to give a clothesline when they reach their opponent. These forward-advancing moves are often strong combo finishers or may even be a scary approach tool, depending on the game. You'll see examples of this with Hugo (Street Fighter), Bardock (Dragon Ball FighterZ), and Ladiva (Granblue Fantasy Versus)."
L,https://glossary.infil.net/?l=L,L-Cancel,"A technique specific to Smash Bros. 64 and Melee that let you reduce the recovery when you land during an aerial attack. By pressing L (or Z) a few frames before you hit the ground, you will cut down the normal landing recovery significantly, letting you start your next attack much more quickly. Virtually every aerial attack in these games is L-canceled by good tournament players (usually as part of a SHFFL). Smash games after Melee do not have L-canceling, instead opting to rely more heavily on auto-canceling."
L,https://glossary.infil.net/?l=L,Layered Mixup,"A mixup that has more mixups behind it if you manage to successfully block the first one. As you fight stronger players, they will have better defense, so you'll need some backup plans once your first attempt to hit them doesn't work. Multi-way, layered mixups are commonplace in the Versus games, which is why basically nobody manages to escape when Zero's got them cornered."
L,https://glossary.infil.net/?l=L,Ledge Trump,"Grabbing the edge while another character is holding it, which lets you grab it from under them and forces them into the air. Ledge trumping is only present in later Super Smash Bros. titles like Smash 4 and Smash Ultimate, and is a replacement for the edge hog mechanic of earlier Smash games. Maybe Nintendo wanted to give recovering players an easier time returning to the stage, but ledge trumping still allows edgeguarding tricks, since you can hit players after they float off the edge."
L,https://glossary.infil.net/?l=L,Launch,"Hitting an opponent who is on the ground high into the air. You might chase after them into the air to perform an air combo, or you might stay on the ground and juggle them for more damage. In either case, you probably used a launcher to start the whole thing."
L,https://glossary.infil.net/?l=L,Lab,"The training room. It's here where you'll practice your combos, learn how your moves work, and try to create strategies for how to play against certain characters. You'll hear people say things like ""I have to lab that later"" when they get hit by a strong move or mixup and they need to figure out what to do about it. Not everyone is a ""lab monster"" and loves to spend dozens of hours in training mode, but every player should at least know their way around it so they can practice the basics of the game."
L,https://glossary.infil.net/?l=L,Last Arc,"The granddaddy of all supers in Melty Blood. The primary way you'll be landing this is by first entering Blood Heat and then shielding an attack (in MB: AACC, you must use EX shield). Your Last Arc will automatically launch and is guaranteed to punish your opponent for 50% damage or more. In MB: Type Lumina, you can also manually activate your Last Arc at any point by spending 4 bars of super meter and pressing A+B+C+D at the same time. You can't cancel attacks into this move though, so you'll have to find a way to land it raw."
M,https://glossary.infil.net/?l=M,Major Counter,"What Virtua Fighter calls its counter hits. You can counter hit in the ""standard"" way, by hitting an attack during its startup, or also by hitting players trying to Defensive Move, hitting a whiffed reversal (the catch counter variety), or a few other ways. Major counters earn a percentage damage increase which scales higher if you picked a high-damage attack (the ""Counter!"" notification will be yellow or red in VF5US, depending on the damage), so big swings and gutsy reads are greatly rewarded! If you're curious about ""minor counters"" (colored blue in VF5US), that's what VF uses when you punish something."
M,https://glossary.infil.net/?l=M,Magic Series,"Canceling normals into each other in ascending order (from light to medium to heavy). The odd Street Fighter title will have this as a universal system feature, like Street Fighter Alpha 1 and Street Fighter x Tekken (also called ""Boost Chains"" there), but it's particularly prevalent in Marvel vs. Capcom, where comboing light, to medium, to heavy shows up very often in pretty much every character's BnB combo.  Like most terms in fighting games, there are multiple ways to refer to the same mechanic, depending on the game. Guilty Gear fans will often call this a Gatling, for instance, and you may even hear generic words like target combo, chain, or string used. Trying to keep all of it straight is difficult, but in practice they're all somewhat interchangeable."
M,https://glossary.infil.net/?l=M,Magic 4,"When a character's basic 4 attack causes a launch when it counter hits. Not every Tekken character has a magic 4 — for some characters, pressing 4, even on counter hit, won't cause a launch or anything special to happen. And not all magic 4s are made equally, since some characters get a fat combo when it hits, while others don't get much. But when your character has a fast 4 that you can easily fish with, you have the beginning of a useful strategy that even beginners can work with."
M,https://glossary.infil.net/?l=M,Macro,"Assigning a single button to act as pressing multiple buttons. For example, if you have a hard time pressing all three punch buttons in a Street Fighter game, you can assign a spare button to be a 3 punch macro, making it a lot easier to do EX moves or similar attacks. Most games will let you macro several common multi-button commands, like throw, in your controller settings.  Note that ""macro"" can also mean a long series of pre-programmed inputs automatically played by the computer. With special software, you could program a macro to do a complicated combo that will never fail, and then just press one button to watch it all happen. Using macros in this sense is extremely illegal in tournaments, and I'd better not catch you doing it online either. The general rule is to stick to what the in-game controller options allow."
M,https://glossary.infil.net/?l=M,Main,"The character you're the best with and play the most. Sometimes you might be forced to switch off this character if they have a bad matchup, but it's the character you'll hope to ride with most of the way in a tournament. People switch mains all the time as the game's meta changes, or as new patches come out that nerf or buff your favorite move. If you never switch mains, maybe you're a character loyalist."
M,https://glossary.infil.net/?l=M,Magic Number,"A specific frame advantage number that allows you to divide all moves in a game into one of two categories. For example, if the fastest common attack in a game is 3 frames, this means that all moves that are -2 on block or better are safe (not counting the rare exception). You might say that ""-2 is the magic number"". It means that if you want to lump moves broadly into ""safe"" (-2 or better) or ""unsafe"" (worse than -2) categories, all you care about is what side of this magic number it falls on.  Each game has different magic numbers depending on their frame data and how the mechanics operate. For example, 10 is a magic number in Tekken (because the jab starts up in 10 frames, so you'll be looking for gaps of 10 frames or more in your opponent's pressure), and +6 is a magic number in Virtua Fighter (since that is when nitaku situations start to work due to the startup of throws and attacks)."
M,https://glossary.infil.net/?l=M,Magic Pixel,"A term used to describe an opponent who has no visible health remaining on their health bar, but are somehow still alive and fighting. It's normally only a big deal if someone is making a huge, unlikely comeback with no life remaining. Especially in games with chip damage, these usually end up being pretty exciting."
M,https://glossary.infil.net/?l=M,Marvel Second,"The length of an in-game second in a Marvel vs. Capcom game. These seconds are longer than one real-life second, so usually you'll joke about how a long combo ""took 10 Marvel seconds"", implying that it was actually an eternity. The length of a Marvel second can also make close matches near time out extra tense, since nobody is really sure when the last second will tick off the clock.  As a side project, I did a fun experiment measuring how long in-game seconds are in various fighting games. So if you want to see the actual length of a Marvel second, feel free to check out the results."
M,https://glossary.infil.net/?l=M,Magnet Hands,"Grabbing the ledge from very far away. Each character and recovery move has a different hitbox which indicates how they can grab the edge, and in some games like Smash 4 and Smash Ultimate, these hitboxes can be so large that you'll kinda zip to the ledge seemingly from a different area code. I wish you the best of luck trying to stop these recoveries."
M,https://glossary.infil.net/?l=M,Manual,"A normal attack during a Killer Instinct combo that skips the regular cancel window for an auto-double. Instead of canceling your opener or linker into one of these two-hit auto-doubles, you instead wait longer until your character returns to neutral and perform a link.  Manuals are a relatively advanced part of the KI combo system and not needed to enjoy the game, but they do add some spice and depth to the game. Manuals are much harder to combo break due to smaller breaker windows, and the delayed timing is really good at causing lockouts. You can usually identify manuals because they will hit once (and a bit later), instead of auto-doubles which hit twice (and a bit earlier)."
N,https://glossary.infil.net/?l=N,Neo Max,"A super in King of Fighters XIII that costs 3 bars to use (as well as all of your Drive Gauge). Depending on the situation, you can cancel regular special moves or supers (in KoF games, they're often called Desperation moves) into a Neo Max attack; when you do this, it's called a ""Max Cancel"".  Throughout the years, King of Fighters' level 3 supers have had many different names, from ""Dream Canceling"" into a ""Super Special Leader Move"", to ""Climax Canceling"" into a ""Climax Super Special Move"". The particulars of how you can use them in each game differ slightly, but the overall idea is the same; spend 3 bars to do a ton of damage, often by canceling other attacks into it. Like all fighting games, they try to throw as many variations on the term as possible at you, just to see if you can keep up."
N,https://glossary.infil.net/?l=N,Nitaku,"A mixup in Virtua Fighter where the offensive player is at strong frame advantage and can primarily choose between two options (a common combination being a fast mid or a throw), each of which requires a different defensive action to avoid taking damage. Nitaku is Japanese for ""2 choices"", indicating the binary 50/50 nature the defender finds himself in. You might also hear this called Forced Choice, or 2AFC (2-Alternate Forced Choice).  Due to the wealth of defensive options in Virtua Fighter (including jumping, crouching, backdashing, using Defensive Move, and many more), each offensive action usually has multiple ways to defend. However, if you can generate enough plus frames (in VF5, +6 or higher is the magic number), you can eliminate a lot of these defensive choices. To take the mid-or-throw example, a defender facing a nitaku would be left with a more or less binary guess; block the mid (and lose to throw), or try and attack so the throw doesn't work (and get counter hit by the mid); picking any other defensive choice is very likely to lose to both offensive options. The guess is heavily in the offense's favor, leading to big reward if they are correct.  Sometimes you'll hear ""reverse nitaku"", which is the same situation but talking about it from the defender's point of view. That is, rather than say ""you can attack or throw"", reverse nitaku suggests ""the defender can block or attack"". More advanced situations can crop up that branch into three options. You might have guessed this is called ""santaku"" for ""3 choices""."
N,https://glossary.infil.net/?l=N,Nerf,"When the developers make a character worse. They might adjust the character's health, make moves slower or do less damage, remove certain combos from being possible, or any number of other things. Some people don't like when characters get nerfed and would prefer the weaker characters get buffed to match, but sometimes characters are too powerful for the game's own good and need to be toned down a bit. Nerfs don't always feel great, but they are often needed."
N,https://glossary.infil.net/?l=N,Netcode,"Describes the exact method a fighting game uses to implement online play. There are two primary methods used for fighting games, delay-based netcode and rollback netcode. In short, delay-based is slightly easier to implement, but does not feel good in practice, while rollback is more work for the developers, but allows for online play that feels very close to offline. For an extremely thorough breakdown and discussion of these two netcode methods, you're best off reading this article on netcode."
N,https://glossary.infil.net/?l=N,Ninja,"A slang term used to refer to any of the male Mortal Kombat characters that dress up in ninja garb of a solid color. This includes Sub-Zero, Scorpion, Ermac, Smoke, and others across the franchise. While it's not really accurate to call it a gameplay archetype like the shoto or the Mishima, they do often share hurtbox similarities which means certain combo paths tend to work on all male ninjas equally well."
N,https://glossary.infil.net/?l=N,Normal,"A basic attack usually activated by a single button press. In most fighting games, you will have different normals if you are standing on the ground, holding down to crouch, or jumping, and some characters may have special attacks, called command normals, if you hold a direction while pressing a button. Some fighting games also have different normals depending on how close you are standing to your opponent. Normals aren't nearly as flashy as special moves. but they are extremely important, and will often form the backbone of your strategy. Don't overlook them!"
N,https://glossary.infil.net/?l=N,Negative Penalty,"A mechanic in Guilty Gear and BlazBlue that punishes you if you are turtling too much. If you move backwards a lot and refuse to attack for long periods of time, the game will first give you a Negative Warning, and then if you don't start moving forward and attacking, it will actually inflict the Penalty by resetting your Tension Gauge or Barrier Gauge to 0, depending on the game. Negative Penalty tries to force its players to play offense much more than runaway, but in practice the penalty doesn't happen too often and the degree to which it actually prevents defensive playstyles is debatable."
